JE Code,Store,Country,Region,Date,Item,Salesperson,List Price,Actual Price,Discount %
I-2129,Kansas City,USA,NA,9/17/2014,Dishwasher,Ronnette Stocks,500,400,20.00%
I-2130,Seattle,USA,NA,5/15/2018,Toaster,Richard Anderson,50,48,4.00%
I-2131,Tel Aviv,Israel,EMEA,6/17/2015,Iron,Steven Green,30,19,36.67%
I-2132,Berlin,Germany,EMEA,4/17/2014,Iron,Jacqueline Clamp,30,22,26.67%
I-2133,Istanbul,Turkey,EMEA,07-03-17,Oven,David Philp,500,500,0.00%
I-2134,Kansas City,USA,NA,7/27/2017,Toaster,Nicola Wright,50,50,0.00%
I-2135,Seoul,South Korea,APAC,04-08-14,Blender,Kevin Long,50,50,0.00%
I-2136,Los Angeles,USA,NA,01-12-16,Refrigerator,Rita Jenkins,1000,710,29.00%
I-2137,Berlin,Germany,EMEA,11/29/2018,Microwave,Paul Mannion,80,74,7.50%
I-2138,Tel Aviv,Israel,EMEA,3/28/2016,Blender,David Isaacs,50,50,0.00%
I-2139,Los Angeles,USA,NA,4/16/2014,Vacuum Cleaner,Heather Beck,250,208,16.80%
I-2140,Osaka,Japan,APAC,02-03-17,Blender,Jill Thompson,50,46,8.00%
I-2141,Jerusalem,Israel,EMEA,11-02-15,Washing Machine,Barbara Scott,800,744,7.00%
I-2142,Bangkok,Thailand,APAC,4/14/2017,Microwave,Carol Cormack,80,76,5.00%
I-2143,Seoul,South Korea,APAC,03-06-17,Ceiling fan,Roger Scott,150,146,2.67%
I-2144,Shanghai,China,APAC,12-11-18,Dishwasher,Glenys Raymond,500,475,5.00%
I-2145,Madria,Spain,EMEA,11/16/2016,Microwave,Roy Lloyd,80,68,15.00%
I-2146,Bucharest,Romania,EMEA,8/19/2015,Oven,Dell Lockwood,500,500,0.00%
I-2147,Vienna,Austria,EMEA,02-03-14,Vacuum Cleaner,Baljinder Anderson,250,243,2.80%
I-2148,Sao Paolo,Brazil,LATAM,4/23/2016,Refrigerator,Stephen Smith,1000,500,50.00%
I-2149,Mexico City,Mexico,LATAM,12-09-18,Refrigerator,Catherine Rahman,1000,700,30.00%
I-2150,Dubai,UAE,EMEA,4/28/2018,Microwave,Marie Whitfield,80,58,27.50%
I-2151,Amsterdam,Netherlands,EMEA,3/14/2015,Washing Machine,Christopher Hurren,800,664,17.00%
I-2152,London,UK,EMEA,11-02-14,Coffee grinder,Claire Brooks,70,69,1.43%
I-2153,Tijuana,Mexico,LATAM,11-11-14,Blender,Stephen Carlin,50,50,0.00%
I-2154,Kuala Lumpur,Malaysia,APAC,2/19/2014,Microwave,Ian Baker,80,75,6.25%
I-2155,Moscow,Russia,EMEA,5/20/2017,Microwave,Diane Batty,80,76,5.00%
I-2156,Bangalore,India,APAC,5/19/2015,Vacuum Cleaner,Stuart Hunter,250,190,24.00%
I-2157,Madria,Spain,EMEA,02-01-17,Refrigerator,Catherine Gagg,1000,650,35.00%
I-2158,Shanghai,China,APAC,08-12-15,Microwave,Wolf Christian,80,58,27.50%
I-2159,Shenzhen,China,APAC,03-01-14,Vacuum Cleaner,Keith Drage,250,235,6.00%
I-2160,Dublin,Ireland,EMEA,3/23/2016,Dishwasher,Andrew Phillips,500,440,12.00%
I-2161,Berlin,Germany,EMEA,10/21/2017,Blender,Kate Pearce,50,46,8.00%
I-2162,San Fransisco,USA,NA,07-06-18,Coffee grinder,Patricia Sewell,70,63,10.00%
I-2163,Buenos Aires,Argentina,LATAM,3/14/2018,Ceiling fan,Naeem Perry,150,128,14.67%
I-2164,Bangkok,Thailand,APAC,11-12-16,Ceiling fan,Nicole Marshall,150,150,0.00%
I-2165,Moscow,Russia,EMEA,12-02-17,Dishwasher,Zulfiqar Mirza,500,485,3.00%
I-2166,Athens,Greece,EMEA,5/26/2017,Vacuum Cleaner,Sarah Chadwick,250,230,8.00%
I-2167,Birmingham,UK,EMEA,9/30/2016,Coffee grinder,Philip Collins,70,62,11.43%
I-2168,Bangkok,Thailand,APAC,08-07-17,Air conditioner,Jonathan Pereira,700,665,5.00%
I-2169,Kansas City,USA,NA,10/30/2017,Toaster,Nick Gee,50,50,0.00%
I-2170,Dublin,Ireland,EMEA,05-06-14,Microwave,Robert Harris,80,56,30.00%
I-2171,Prague,Czech Republic,EMEA,6/30/2018,Coffee grinder,Stephen Nolan,70,65,7.14%
I-2172,Santiago,Chile,LATAM,5/18/2016,Toaster,Karen Hopewell,50,43,14.00%
I-2173,Delhi,India,APAC,11-10-15,Ceiling fan,Roger Silvester,150,126,16.00%
I-2174,Shanghai,China,APAC,1/31/2015,Dishwasher,Paul Power,500,360,28.00%
I-2175,Buenos Aires,Argentina,LATAM,09-09-16,Microwave,Nicola Nathan,80,71,11.25%
I-2176,Kansas City,USA,NA,1/15/2014,Iron,Robert Arnold,30,29,3.33%
I-2177,Warsaw,Poland,EMEA,12/29/2016,Vacuum Cleaner,Alexandra Wright,250,248,0.80%
I-2178,Tokyo,Japan,APAC,10/21/2018,Iron,Nicholas Goude,30,27,10.00%
I-2179,Paris,France,EMEA,01-08-17,Coffee grinder,Rory Bullion,70,66,5.71%
I-2180,Toronto,Canada,NA,9/22/2014,Toaster,David Shiner,50,50,0.00%
I-2181,Rome,Italy,EMEA,10-05-15,Refrigerator,Michael Toy,1000,690,31.00%
I-2182,Kansas City,USA,NA,5/25/2017,Ceiling fan,Ronnette Stocks,150,150,0.00%
I-2183,Bangalore,India,APAC,11-08-15,Air conditioner,Paul Rule,700,560,20.00%
I-2184,Mexico City,Mexico,LATAM,3/18/2014,Oven,Malcolm Griffith,500,495,1.00%
I-2185,Chicago,USA,NA,1/16/2015,Iron,Amelia Scott,30,30,0.00%
I-2186,Sydney,Australia,APAC,01-12-15,Ceiling fan,Armand Ahmed,150,132,12.00%
I-2187,Lima,Peru,LATAM,12-12-14,Dishwasher,Cheryl Glover,500,425,15.00%
I-2188,Dubai,UAE,EMEA,06-12-17,Refrigerator,George Smith,1000,790,21.00%
I-2189,Istanbul,Turkey,EMEA,6/14/2016,Refrigerator,David Philp,1000,980,2.00%
I-2190,Tel Aviv,Israel,EMEA,08-04-15,Dishwasher,Maureen Reynolds,500,345,31.00%
I-2191,Istanbul,Turkey,EMEA,10/25/2016,Blender,Mark Sayer,50,44,12.00%
I-2192,Mexico City,Mexico,LATAM,1/30/2018,Blender,Malcolm Griffith,50,43,14.00%
I-2193,Kuala Lumpur,Malaysia,APAC,11-04-18,Iron,Harold Lunn,30,29,3.33%
I-2194,Kuala Lumpur,Malaysia,APAC,6/30/2017,Iron,Rachel Oliver,30,29,3.33%
I-2195,Chicago,USA,NA,07-09-16,Air conditioner,Heather McGill,700,700,0.00%
I-2196,London,UK,EMEA,09-02-15,Vacuum Cleaner,William Cruse,250,238,4.80%
I-2197,Riyadh,Saudi Arabia,EMEA,1/19/2017,Dishwasher,David Adams,500,485,3.00%
I-2198,New York,USA,NA,5/26/2014,Washing Machine,Simon Hirst,800,456,43.00%
I-2199,Seattle,USA,NA,10-08-17,Coffee grinder,Lesleyann Pope,70,66,5.71%
I-2200,London,UK,EMEA,11-07-14,Iron,James Neville,30,30,0.00%
I-2201,Seoul,South Korea,APAC,12-11-16,Iron,Steven Wood,30,29,3.33%
I-2202,Paris,France,EMEA,02-07-15,Coffee grinder,Darren Webb,70,62,11.43%
I-2203,Kansas City,USA,NA,03-07-15,Oven,Nick Gee,500,500,0.00%
I-2204,Toronto,Canada,NA,01-07-16,Blender,Alison Storey,50,45,10.00%
I-2205,Madria,Spain,EMEA,3/16/2018,Air conditioner,Martin Mishra,700,623,11.00%
I-2206,Delhi,India,APAC,8/21/2017,Oven,Gillian Harris,500,490,2.00%
I-2207,Prague,Czech Republic,EMEA,6/14/2017,Blender,Edward Khan,50,22,56.00%
I-2208,Bogota,Colombia,LATAM,08-06-18,Ceiling fan,Philip Mishra,150,129,14.00%
I-2209,Birmingham,UK,EMEA,05-08-14,Microwave,Philip Collins,80,78,2.50%
I-2210,Berlin,Germany,EMEA,5/28/2014,Vacuum Cleaner,Kate Pearce,250,208,16.80%
I-2211,Capetown,South Africa,EMEA,5/23/2015,Blender,Marcus Jacob,50,37,26.00%
I-2212,Santiago,Chile,LATAM,01-01-15,Ceiling fan,Bruce McPhee,150,143,4.67%
I-2213,Toronto,Canada,NA,5/14/2017,Blender,Nick Blacklock,50,46,8.00%
I-2214,Bogota,Colombia,LATAM,10/24/2015,Iron,Margaret Buck,30,29,3.33%
I-2215,Kuala Lumpur,Malaysia,APAC,8/30/2018,Blender,Valerie Hook,50,44,12.00%
I-2216,Athens,Greece,EMEA,12-09-17,Iron,Olivia Reynolds,30,29,3.33%
I-2217,Paris,France,EMEA,10-04-14,Washing Machine,Joanne Sayer,800,720,10.00%
I-2218,Bogota,Colombia,LATAM,10-05-14,Dishwasher,Sandra Rew,500,430,14.00%
I-2219,Madria,Spain,EMEA,04-04-17,Iron,Penelope Freeland,30,29,3.33%
I-2220,Warsaw,Poland,EMEA,1/26/2014,Coffee grinder,Alexandra Wright,70,53,24.29%
I-2221,Seattle,USA,NA,04-10-14,Blender,Kevin Styles,50,41,18.00%
I-2222,Chicago,USA,NA,10/28/2016,Washing Machine,Richard Hughes,800,600,25.00%
I-2223,Riyadh,Saudi Arabia,EMEA,09-09-16,Ceiling fan,Lloyd Barr,150,143,4.67%
I-2224,Tokyo,Japan,APAC,7/25/2017,Dishwasher,Basil Bell,500,480,4.00%
I-2225,Birmingham,UK,EMEA,5/14/2018,Oven,Robert Stocks,500,495,1.00%
I-2226,Bucharest,Romania,EMEA,6/27/2014,Ceiling fan,Bruce Neville,150,147,2.00%
I-2227,Berlin,Germany,EMEA,11-12-16,Blender,John Gunter,50,49,2.00%
I-2228,Warsaw,Poland,EMEA,10/13/2016,Microwave,Valerie Brown,80,69,13.75%
I-2229,Athens,Greece,EMEA,2/28/2016,Iron,Martin Timmins,30,26,13.33%
I-2230,Paris,France,EMEA,1/24/2016,Washing Machine,Philip Tubbs,800,592,26.00%
I-2231,Shenzhen,China,APAC,01-05-14,Air conditioner,Alastair Mills,700,560,20.00%
I-2232,Bogota,Colombia,LATAM,9/25/2018,Blender,Russell Thorley,50,45,10.00%
I-2233,Ho Chi Minh City,Vietnam,APAC,04-03-15,Coffee grinder,Frank Sewell,70,67,4.29%
I-2234,Tokyo,Japan,APAC,07-09-16,Vacuum Cleaner,Alexander Uddin,250,240,4.00%
I-2235,Lima,Peru,LATAM,9/29/2016,Toaster,Rachel Howard,50,46,8.00%
I-2236,Rome,Italy,EMEA,02-12-18,Vacuum Cleaner,Steven Bell,250,240,4.00%
I-2237,Bogota,Colombia,LATAM,01-01-15,Vacuum Cleaner,Ronald Curtis,250,220,12.00%
I-2238,Tel Aviv,Israel,EMEA,9/18/2015,Toaster,Rebecca Delo,50,34,32.00%
I-2239,Sao Paolo,Brazil,LATAM,12/13/2017,Oven,Elizabeth Holloway,500,490,2.00%
I-2240,Bangalore,India,APAC,01-12-17,Washing Machine,Stuart Sykes,800,608,24.00%
I-2241,Seattle,USA,NA,10/24/2018,Iron,Harold Green,30,29,3.33%
I-2242,Toronto,Canada,NA,12/25/2017,Vacuum Cleaner,Robin Hall,250,235,6.00%
I-2243,Amsterdam,Netherlands,EMEA,11-06-17,Dishwasher,Allyson Rush,500,465,7.00%
I-2244,Buenos Aires,Argentina,LATAM,09-10-16,Ceiling fan,Stuart Brown,150,140,6.67%
I-2245,Buenos Aires,Argentina,LATAM,06-10-17,Air conditioner,Kevin Curtis,700,658,6.00%
I-2246,Sao Paolo,Brazil,LATAM,01-06-14,Refrigerator,Stephen Smith,1000,600,40.00%
I-2247,Mexico City,Mexico,LATAM,8/21/2014,Blender,Phillip Clarke,50,44,12.00%
I-2248,Kansas City,USA,NA,5/21/2016,Washing Machine,Douglas Davies,800,544,32.00%
I-2249,New York,USA,NA,11/28/2017,Coffee grinder,Matthew Crowe,70,68,2.86%
I-2250,Seoul,South Korea,APAC,08-07-15,Toaster,Roger Scott,50,50,0.00%
I-2251,Vienna,Austria,EMEA,02-03-18,Ceiling fan,Jesus Timmins,150,135,10.00%
I-2252,London,UK,EMEA,1/23/2018,Blender,Ian Borowski,50,50,0.00%
I-2253,Delhi,India,APAC,09-12-15,Toaster,Noel Burn,50,33,34.00%
I-2254,Kuala Lumpur,Malaysia,APAC,9/30/2017,Toaster,Stephen MacGregor,50,46,8.00%
I-2255,Prague,Czech Republic,EMEA,11/24/2014,Dishwasher,Christopher Martin,500,370,26.00%
I-2256,Kuala Lumpur,Malaysia,APAC,03-03-15,Air conditioner,Valerie Hook,700,448,36.00%
I-2257,Bangalore,India,APAC,12/27/2017,Toaster,Johanna Mirza,50,48,4.00%
I-2258,Bogota,Colombia,LATAM,3/19/2018,Oven,Russell Thorley,500,490,2.00%
I-2259,Moscow,Russia,EMEA,5/30/2017,Blender,May Wilmot,50,49,2.00%
I-2260,Seoul,South Korea,APAC,10/29/2017,Washing Machine,Steven Wood,800,616,23.00%
I-2261,Lima,Peru,LATAM,1/14/2018,Toaster,Christopher Cresswell,50,46,8.00%
I-2262,New York,USA,NA,09-11-15,Microwave,Ian Coates,80,70,12.50%
I-2263,Athens,Greece,EMEA,11/13/2016,Dishwasher,Denise Harris,500,490,2.00%
I-2264,Athens,Greece,EMEA,09-09-14,Vacuum Cleaner,Aidan Perrott,250,190,24.00%
I-2265,Capetown,South Africa,EMEA,10/25/2018,Microwave,Helen Cooke,80,68,15.00%
I-2266,Kuala Lumpur,Malaysia,APAC,7/13/2016,Toaster,Anthony Green,50,46,8.00%
I-2267,Vienna,Austria,EMEA,1/28/2014,Air conditioner,Lisa Pepper,700,574,18.00%
I-2268,Kuala Lumpur,Malaysia,APAC,4/14/2017,Microwave,Stephen MacGregor,80,74,7.50%
I-2269,Tijuana,Mexico,LATAM,12-01-18,Blender,Stephen Carlin,50,44,12.00%
I-2270,Seoul,South Korea,APAC,03-08-17,Iron,Steven Wood,30,30,0.00%
I-2271,Prague,Czech Republic,EMEA,7/18/2017,Oven,Maureen Haymes,500,500,0.00%
I-2272,New York,USA,NA,3/25/2014,Toaster,Robert Salisbury,50,47,6.00%
I-2273,Tel Aviv,Israel,EMEA,4/28/2017,Toaster,Richard McGrath,50,46,8.00%
I-2274,Kansas City,USA,NA,10/19/2016,Toaster,Kirsty Amos,50,44,12.00%
I-2275,Sao Paolo,Brazil,LATAM,02-09-14,Dishwasher,Zoe Munday,500,355,29.00%
I-2276,Kansas City,USA,NA,1/24/2018,Dishwasher,Christina Pedley,500,495,1.00%
I-2277,Buenos Aires,Argentina,LATAM,10/26/2015,Microwave,Ian Grant,80,61,23.75%
I-2278,Prague,Czech Republic,EMEA,11/20/2018,Oven,David Stewart,500,495,1.00%
I-2279,Riyadh,Saudi Arabia,EMEA,11/30/2018,Blender,Gillian Crawley,50,48,4.00%
I-2280,Amsterdam,Netherlands,EMEA,3/29/2018,Washing Machine,Christopher Hurren,800,520,35.00%
I-2281,Kuala Lumpur,Malaysia,APAC,8/15/2014,Oven,Rachel Oliver,500,490,2.00%
I-2282,Tijuana,Mexico,LATAM,7/16/2017,Air conditioner,Gillian Allnutt,700,637,9.00%
I-2283,Vienna,Austria,EMEA,6/22/2014,Vacuum Cleaner,Noel Hardy,250,203,18.80%
I-2284,Tel Aviv,Israel,EMEA,12/18/2018,Dishwasher,Thomas Gordon,500,500,0.00%
I-2285,Rome,Italy,EMEA,2/18/2015,Iron,Andrew Hirst,30,20,33.33%
I-2286,Seattle,USA,NA,02-04-16,Oven,Kevin Styles,500,500,0.00%
I-2287,Guangzhou,China,APAC,5/13/2015,Refrigerator,Helen Watt,1000,910,9.00%
I-2288,Warsaw,Poland,EMEA,3/30/2016,Refrigerator,Robert Brook,1000,960,4.00%
I-2289,Kuala Lumpur,Malaysia,APAC,02-07-14,Refrigerator,Harold Lunn,1000,540,46.00%
I-2290,San Fransisco,USA,NA,07-04-18,Toaster,Gary Acheampong,50,49,2.00%
I-2291,Prague,Czech Republic,EMEA,7/20/2017,Toaster,Stephen Nolan,50,47,6.00%
I-2292,Riyadh,Saudi Arabia,EMEA,3/13/2015,Air conditioner,Heather Murray,700,511,27.00%
I-2293,Vienna,Austria,EMEA,10/13/2018,Washing Machine,Baljinder Anderson,800,688,14.00%
I-2294,Birmingham,UK,EMEA,04-08-18,Washing Machine,Johanna Collins,800,648,19.00%
I-2295,Dublin,Ireland,EMEA,5/29/2017,Iron,Emma Gibbons,30,30,0.00%
I-2296,Buenos Aires,Argentina,LATAM,9/26/2014,Vacuum Cleaner,Abdul Heywood,250,230,8.00%
I-2297,Toronto,Canada,NA,11/24/2018,Blender,Nick Blacklock,50,47,6.00%
I-2298,Vienna,Austria,EMEA,5/23/2015,Iron,Daniel Henderson,30,25,16.67%
I-2299,Dublin,Ireland,EMEA,10/14/2017,Coffee grinder,Emma Gibbons,70,67,4.29%
I-2300,Warsaw,Poland,EMEA,5/30/2018,Refrigerator,James Lam,1000,940,6.00%
I-2301,Los Angeles,USA,NA,10/24/2015,Dishwasher,Anthony Procter,500,480,4.00%
I-2302,Prague,Czech Republic,EMEA,1/26/2018,Coffee grinder,Stephen Nolan,70,68,2.86%
I-2303,Capetown,South Africa,EMEA,6/15/2018,Ceiling fan,Helen Cooke,150,147,2.00%
I-2304,Warsaw,Poland,EMEA,6/29/2017,Microwave,David Grey,80,74,7.50%
I-2305,New York,USA,NA,7/29/2016,Oven,Sarah Houghton,500,490,2.00%
I-2306,Bogota,Colombia,LATAM,5/19/2016,Oven,Alison Lazar,500,490,2.00%
I-2307,Seoul,South Korea,APAC,02-04-14,Coffee grinder,Martin Birch,70,70,0.00%
I-2308,Athens,Greece,EMEA,11/29/2014,Oven,Charles Ali,500,500,0.00%
I-2309,Ho Chi Minh City,Vietnam,APAC,10/28/2015,Air conditioner,Michael Bell,700,630,10.00%
I-2310,Prague,Czech Republic,EMEA,6/15/2015,Toaster,Nick Denny,50,48,4.00%
I-2311,Madria,Spain,EMEA,10/29/2018,Washing Machine,Paul Long,800,736,8.00%
I-2312,Berlin,Germany,EMEA,3/25/2017,Washing Machine,John Gunter,800,784,2.00%
I-2313,Rome,Italy,EMEA,6/26/2017,Vacuum Cleaner,Golam Reid,250,230,8.00%
I-2314,Shenzhen,China,APAC,01-11-16,Coffee grinder,Russell Reynolds,70,62,11.43%
I-2315,Sao Paolo,Brazil,LATAM,7/27/2014,Vacuum Cleaner,Cheryl Tubbs,250,193,22.80%
I-2316,Ho Chi Minh City,Vietnam,APAC,3/13/2015,Oven,Michael Rodgers,500,495,1.00%
I-2317,Rome,Italy,EMEA,01-09-14,Washing Machine,Steven Bell,800,784,2.00%
I-2318,Bogota,Colombia,LATAM,12/16/2014,Microwave,Margaret Buck,80,60,25.00%
I-2319,Berlin,Germany,EMEA,11/24/2017,Vacuum Cleaner,David Townsend,250,235,6.00%
I-2320,Tel Aviv,Israel,EMEA,12/26/2015,Vacuum Cleaner,Steven Green,250,228,8.80%
I-2321,Paris,France,EMEA,2/25/2016,Microwave,Rory Bullion,80,68,15.00%
I-2322,Berlin,Germany,EMEA,6/17/2015,Coffee grinder,John Gunter,70,64,8.57%
I-2323,Moscow,Russia,EMEA,07-02-15,Washing Machine,Zulfiqar Mirza,800,576,28.00%
I-2324,London,UK,EMEA,01-07-17,Toaster,Nicola Williams,50,48,4.00%
I-2325,Bucharest,Romania,EMEA,9/25/2014,Vacuum Cleaner,Constance Tidey,250,248,0.80%
I-2326,Bangalore,India,APAC,01-12-15,Air conditioner,Stuart Sykes,700,567,19.00%
I-2327,Delhi,India,APAC,05-06-17,Washing Machine,David Johnson,800,472,41.00%
I-2328,Kuala Lumpur,Malaysia,APAC,6/16/2015,Air conditioner,Rachel Oliver,700,595,15.00%
I-2329,Seoul,South Korea,APAC,3/19/2016,Iron,Steven Wood,30,29,3.33%
I-2330,Prague,Czech Republic,EMEA,11/27/2014,Blender,Rachel Blane,50,36,28.00%
I-2331,Birmingham,UK,EMEA,1/18/2015,Toaster,Susan Reay,50,31,38.00%
I-2332,Jerusalem,Israel,EMEA,02-08-16,Coffee grinder,William Collins,70,68,2.86%
I-2333,New York,USA,NA,9/16/2017,Air conditioner,Sarah Houghton,700,672,4.00%
I-2334,Guangzhou,China,APAC,11/24/2016,Vacuum Cleaner,Abdul Amos,250,240,4.00%
I-2335,Capetown,South Africa,EMEA,9/30/2018,Washing Machine,Margaret Philp,800,696,13.00%
I-2336,Ho Chi Minh City,Vietnam,APAC,12-11-18,Air conditioner,Rosemary Aziz,700,602,14.00%
I-2337,Madria,Spain,EMEA,2/18/2016,Toaster,Howard Jones,50,43,14.00%
I-2338,Sao Paolo,Brazil,LATAM,4/26/2015,Coffee grinder,Elizabeth Holloway,70,42,40.00%
I-2339,Dublin,Ireland,EMEA,01-07-14,Iron,Emma Gibbons,30,30,0.00%
I-2340,Cairo,Egypt,EMEA,1/26/2018,Air conditioner,Valerie Pereira,700,623,11.00%
I-2341,Bangalore,India,APAC,4/28/2016,Microwave,Paul Benton,80,76,5.00%
I-2342,Tijuana,Mexico,LATAM,3/14/2015,Coffee grinder,Richard Foy,70,45,35.71%
I-2343,Guangzhou,China,APAC,6/15/2015,Washing Machine,Abdul Amos,800,720,10.00%
I-2344,Los Angeles,USA,NA,6/18/2016,Coffee grinder,Christopher Kitching,70,63,10.00%
I-2345,London,UK,EMEA,07-01-17,Ceiling fan,William Cruse,150,150,0.00%
I-2346,Jerusalem,Israel,EMEA,10-10-15,Oven,Barbara Scott,500,490,2.00%
I-2347,Bucharest,Romania,EMEA,12-10-16,Dishwasher,Charles Jago,500,500,0.00%
I-2348,Bangalore,India,APAC,8/22/2017,Vacuum Cleaner,Stuart Hunter,250,225,10.00%
I-2349,Guangzhou,China,APAC,03-10-15,Toaster,Glenys Wright,50,43,14.00%
I-2350,Amsterdam,Netherlands,EMEA,09-05-17,Blender,Allyson Rush,50,47,6.00%
I-2351,Shanghai,China,APAC,7/22/2015,Refrigerator,Denise Docherty,1000,870,13.00%
I-2352,Sydney,Australia,APAC,6/15/2017,Washing Machine,Christine Davies,800,456,43.00%
I-2353,Delhi,India,APAC,6/27/2015,Air conditioner,Roger Silvester,700,525,25.00%
I-2354,Bangalore,India,APAC,8/28/2017,Coffee grinder,Paul Rule,70,63,10.00%
I-2355,Kansas City,USA,NA,3/17/2014,Iron,Nicola Wright,30,26,13.33%
I-2356,Chicago,USA,NA,07-05-14,Dishwasher,Heather McGill,500,500,0.00%
I-2357,Dublin,Ireland,EMEA,06-07-18,Iron,John Curtis,30,29,3.33%
I-2358,Kansas City,USA,NA,02-05-14,Iron,Christina Pedley,30,23,23.33%
I-2359,Kuala Lumpur,Malaysia,APAC,12-10-16,Oven,Harold Lunn,500,495,1.00%
I-2360,Osaka,Japan,APAC,11-10-17,Dishwasher,Colin Patel,500,480,4.00%
I-2361,Prague,Czech Republic,EMEA,3/20/2015,Refrigerator,Nick Denny,1000,930,7.00%
I-2362,Athens,Greece,EMEA,7/17/2015,Ceiling fan,Richard Perrott,150,110,26.67%
I-2363,San Fransisco,USA,NA,05-05-14,Refrigerator,James Stephen,1000,910,9.00%
I-2364,Tel Aviv,Israel,EMEA,08-04-16,Coffee grinder,Richard McGrath,70,69,1.43%
I-2365,Moscow,Russia,EMEA,07-01-15,Air conditioner,Diane Batty,700,665,5.00%
I-2366,Riyadh,Saudi Arabia,EMEA,9/13/2018,Ceiling fan,David Adams,150,143,4.67%
I-2367,Osaka,Japan,APAC,3/25/2016,Air conditioner,April Childs,700,672,4.00%
I-2368,Kansas City,USA,NA,5/14/2015,Toaster,Nicola Wright,50,45,10.00%
I-2369,Bucharest,Romania,EMEA,3/31/2016,Coffee grinder,Geoffrey Shiner,70,67,4.29%
I-2370,Delhi,India,APAC,10-01-15,Blender,Geoffrey Patel,50,38,24.00%
I-2371,Tijuana,Mexico,LATAM,11-10-15,Oven,Richard Allnutt,500,495,1.00%
I-2372,Mexico City,Mexico,LATAM,4/19/2018,Blender,Paul Smith,50,43,14.00%
I-2373,Capetown,South Africa,EMEA,6/29/2018,Refrigerator,Stuart Anderson,1000,930,7.00%
I-2374,Los Angeles,USA,NA,3/17/2018,Oven,Ron Goodman,500,490,2.00%
I-2375,Guangzhou,China,APAC,01-01-18,Air conditioner,Abdul Amos,700,658,6.00%
I-2376,Kuala Lumpur,Malaysia,APAC,4/20/2017,Toaster,Anthony Green,50,47,6.00%
I-2377,Lima,Peru,LATAM,5/26/2016,Vacuum Cleaner,Jacqueline Swaine,250,220,12.00%
I-2378,Ho Chi Minh City,Vietnam,APAC,12-03-17,Refrigerator,Susan Dixon,1000,520,48.00%
I-2379,Riyadh,Saudi Arabia,EMEA,5/28/2014,Refrigerator,Danny Brooks,1000,980,2.00%
I-2380,Sydney,Australia,APAC,04-07-18,Oven,James Ricketts,500,495,1.00%
I-2381,Sydney,Australia,APAC,6/16/2014,Air conditioner,William Martin,700,546,22.00%
I-2382,Tel Aviv,Israel,EMEA,11/24/2017,Air conditioner,Maureen Reynolds,700,693,1.00%
I-2383,Tokyo,Japan,APAC,2/17/2016,Toaster,Michelle Hunter,50,45,10.00%
I-2384,Bangalore,India,APAC,11-10-16,Air conditioner,Paresh Mathews,700,595,15.00%
I-2385,Dubai,UAE,EMEA,9/13/2018,Iron,Rachel Clayton,30,29,3.33%
I-2386,Paris,France,EMEA,2/20/2016,Iron,Philip Tubbs,30,30,0.00%
I-2387,Delhi,India,APAC,1/21/2014,Iron,David Johnson,30,23,23.33%
I-2388,Vienna,Austria,EMEA,7/27/2017,Microwave,Peter Thompson,80,73,8.75%
I-2389,Amsterdam,Netherlands,EMEA,10-04-15,Refrigerator,David Dorey,1000,980,2.00%
I-2390,Birmingham,UK,EMEA,12-02-17,Ceiling fan,John Whitehead,150,150,0.00%
I-2391,Osaka,Japan,APAC,1/27/2015,Coffee grinder,Neil McAvoy,70,32,54.29%
I-2392,Dublin,Ireland,EMEA,11-07-17,Air conditioner,Andrew Phillips,700,700,0.00%
I-2393,Capetown,South Africa,EMEA,4/28/2018,Iron,Noel Bull,30,26,13.33%
I-2394,Sydney,Australia,APAC,7/27/2015,Washing Machine,James White,800,624,22.00%
I-2395,Kansas City,USA,NA,4/26/2018,Washing Machine,David Rodrigues,800,560,30.00%
I-2396,Warsaw,Poland,EMEA,1/15/2018,Refrigerator,Robert Brook,1000,970,3.00%
I-2397,Sao Paolo,Brazil,LATAM,02-01-15,Microwave,Zoe Munday,80,70,12.50%
I-2398,Delhi,India,APAC,2/14/2018,Washing Machine,Tessa Morrow,800,480,40.00%
I-2399,Birmingham,UK,EMEA,4/15/2018,Dishwasher,Robert Reed,500,455,9.00%
I-2400,Tokyo,Japan,APAC,10-12-17,Coffee grinder,Pauline Taylor,70,69,1.43%
I-2401,Sydney,Australia,APAC,04-09-17,Coffee grinder,James White,70,63,10.00%
I-2402,Dublin,Ireland,EMEA,1/19/2014,Toaster,Emma Gibbons,50,38,24.00%
I-2403,Paris,France,EMEA,08-08-15,Vacuum Cleaner,Melanie Fletcher,250,200,20.00%
I-2404,Osaka,Japan,APAC,4/25/2018,Coffee grinder,Colin Patel,70,69,1.43%
I-2405,Tijuana,Mexico,LATAM,11/30/2018,Iron,Timothy Younger,30,26,13.33%
I-2406,Moscow,Russia,EMEA,10-05-15,Iron,Rita Hill,30,30,0.00%
I-2407,Prague,Czech Republic,EMEA,11/15/2015,Blender,Andrew Waddell,50,46,8.00%
I-2408,Dublin,Ireland,EMEA,02-07-16,Oven,Andrew Phillips,500,500,0.00%
I-2409,Amsterdam,Netherlands,EMEA,06-01-16,Air conditioner,Ian Christian,700,679,3.00%
I-2410,Capetown,South Africa,EMEA,7/27/2016,Air conditioner,Noel Bull,700,630,10.00%
